collection_no,source_database,collection.authorizer,occurrence.genus_name,original.genus_reso,occurrence.reference_no,collection.reference_no,pubyr,collection_name,country,Continent,latlng_basis,paleolatdec,Lat Bin,paleolngdec,period,epoch,subepoch,stage,10_my_bin,FR2_bin,max_interval,min_interval,interval_base,interval_top,interval_midpoint,interpolated_base,interpolated_top,interpolated_mid,ma_max,ma_min,ma_mid,formation,lithology1
49230,ETE,M. Carrano,Torvosaurus,,50323,13143,1957,Porto das Barcas,Portugal,Europe,estimated from map,33.49,N2,0.99,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Late/Upper Kimmeridgian,Early/Lower Tithonian,155.7,145.5,150.6,153.25,149.033,151.1415,155.7,145.5,150.6,Sobral,not reported
154212,,P. Mannion,Torvosaurus,,50323,49990,2014,"Praia da Area Branca North, cliffs",Portugal,Europe,based on nearby landmark,33.54,N2,1.01,Jurassic,Late/Upper Jurassic,,Tithonian,Jurassic 6,Portlandian,Tithonian,,150.8,145.5,148.15,,,0,150.8,145.5,148.15,Lourinha,not reported
154743,,M. Carrano,Torvosaurus,,50323,50329,2010,Porto Dinheiro cliff tracksite,Portugal,Europe,based on nearby landmark,33.57,N2,1.03,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Late/Upper Kimmeridgian,Early/Lower Tithonian,155.7,145.5,150.6,153.25,149.033,151.1415,155.7,145.5,150.6,Lourinhã,"""limestone"""
49265,ETE,M. Carrano,Torvosaurus,,50323,13157,2000,Casal do Bicho,Portugal,Europe,based on nearby landmark,33.63,N2,1.25,Jurassic,Late/Upper Jurassic,,Tithonian,Jurassic 6,Portlandian,Early/Lower Tithonian,,150.8,145.5,148.15,150.8,149.033,149.9165,150.8,145.5,148.15,Lourinhã,not reported
68904,ETE,M. Carrano,Torvosaurus,,50323,19890,2006,Praia da Vermelha,Portugal,Europe,estimated from map,33.67,N2,1.09,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Late/Upper Kimmeridgian,Early/Lower Tithonian,155.7,145.5,150.6,153.25,149.033,151.1415,155.7,145.5,150.6,Lourinhã,not reported
38134,PaleoDB,M. Carrano,Troodon,,17707,43271,2003,"Kundur, Amur region",Russian Federation,Europe,stated in text,51.38,N2,117.66,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Late/Upper Maastrichtian,,70.6,66.043,68.3215,68.05,65.5,66.775,70.6,66.043,68.3215,Udurchukan,claystone
47029,ETE,M. Carrano,Troodon,,23626,53533,1988,Blagoveschensk,Russian Federation,Europe,stated in text,52.01,N2,113.79,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Late/Upper Maastrichtian,,70.6,66.043,68.3215,68.05,65.5,66.775,70.6,66.043,68.3215,Udurchukan,claystone
38078,PaleoDB,M. Carrano,Tyrannosaurus,,10219,10219,2004,Bereslavka (K/T) (reworked),Russian Federation,Europe,based on nearby landmark,41.45,N2,38.67,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,,conglomerate
28455,PaleoDB,M. Carrano,Variraptor,,7840,7841,1992,Roques-Hautes (MNHN),France,Europe,based on nearby landmark,34.61,N2,5.75,Cretaceous,Late/Upper Cretaceous,,,,,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,74.9,68.05,71.475,84.9,66.043,75.4715,Grès à Reptiles,sandstone
28454,PaleoDB,M. Carrano,Variraptor,,7840,7840,1998,La Bastide Neuve,France,Europe,estimated from map,34.66,N2,6.23,Cretaceous,Late/Upper Cretaceous,,,,,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,74.9,68.05,71.475,84.9,66.043,75.4715,Grès à Reptiles,claystone
47190,ETE,M. Carrano,Yaverlandia,cf.,12616,18692,1931,"Yaverland Battery, Sandown",United Kingdom,Europe,based on nearby landmark,41.11,N2,9.27,Cretaceous,Early/Lower Cretaceous,,,Cretaceous 2,,Late/Upper Hauterivian,Early/Lower Barremian,136.4,125.45,130.925,133.2,127.5,130.35,136.4,125.45,130.925,Wessex,siltstone
152397,,R. Benson,Acheroraptor,,49049,49049,2014,Approximately 45 km southwest of Jordan (Acheroraptor temertyorum type locality),United States,North America,estimated from map,53.91,N2,-80.74,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Late/Upper Maastrichtian,,70.6,66.043,68.3215,68.05,65.5,66.775,70.6,66.043,68.3215,Hell Creek,sandstone
51709,ETE,M. Carrano,Acrocanthosaurus,,13773,13773,1998,"Hobson Ranch, SMU locality 261",United States,North America,estimated from map,30.74,N2,-52.4,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Aptian,Late/Upper Aptian,,122.46,112.6,117.53,118.5,112,115.25,122.46,112.6,117.53,Twin Mountains,sandstone
25147,PaleoDB,M. Carrano,Acrocanthosaurus,,7057,7057,2000,McCurtain County theropod site (PROXY),United States,North America,based on political unit,31.68,N2,-48.15,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Aptian,Aptian,,125.45,112.6,119.025,,,0,125.45,112.6,119.025,Antlers,not reported
25148,PaleoDB,M. Carrano,Acrocanthosaurus,,7059,7059,1950,"Arnold farm, OMNH V67",United States,North America,stated in text,31.89,N2,-49.12,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Aptian,Aptian,,125.45,112.6,119.025,,,0,125.45,112.6,119.025,Antlers,sandstone
25149,PaleoDB,M. Carrano,Acrocanthosaurus,,7059,7059,1950,"Cochran farm, OMNH V68",United States,North America,stated in text,31.89,N2,-49.11,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Aptian,Aptian,,125.45,112.6,119.025,,,0,125.45,112.6,119.025,Antlers,"""shale"""
90926,ETE,M. Carrano,Acrocanthosaurus,,30610,30610,1998,Cherokee-Sanford Brick Clay Pit (USNM Loc. 41614),United States,North America,based on nearby landmark,32.91,N2,-31.29,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Aptian,Late/Upper Aptian,,122.46,112.6,117.53,118.5,112,115.25,122.46,112.6,117.53,Arundel Clay,claystone
14392,Fossilworks,J. Alroy,Acrocanthosaurus,,12427,1212,1997,"McLeod Prison (OMNH V706), Tomato Hill",United States,North America,based on political unit,31.93,N2,-50.83,Cretaceous,Early/Lower Cretaceous,,,,,Late/Upper Aptian,Early/Lower Albian,122.46,109,115.73,118.5,107.867,113.1835,122.46,109,115.73,Antlers,claystone
55363,ETE,M. Carrano,Albertonykus,,29124,14866,2000,"Albertosaurus Bonebed, Dry Island Buffalo Jump",Canada,North America,based on nearby landmark,59.69,N2,-84.36,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Early/Lower Maastrichtian,,70.6,66.043,68.3215,70.6,68.05,69.325,70.6,66.043,68.3215,Horseshoe Canyon,sandstone
35289,Fossilworks,J. Alroy,Albertosaurus,,14626,9505,1986,Hannahatchee Creek ‘‘longwalk’’ outcrop,United States,North America,based on nearby landmark,34.04,N2,-56.7,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Campanian,,84.9,70.6,77.75,,,0,84.9,70.6,77.75,Blufftown,claystone
36269,Fossilworks,J. Alroy,Albertosaurus,,9737,9737,1998,Willow Wash,United States,North America,based on nearby landmark,43.55,N2,-79.53,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,,,0,78.4,78.2,78.3,Kirtland,not reported
34826,PaleoDB,M. Carrano,Albertosaurus,,9303,9303,1981,5 km east of  Burnham Trading Post (MNA),United States,North America,stated in text,43.58,N2,-79.59,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,,,0,71.8,71.6,71.7,Fruitland,sandstone
66908,ETE,M. Carrano,Albertosaurus,,19041,19041,1983,"Weaver coal mine tracksite, Gunnison",United States,North America,estimated from map,45.61,N2,-76.56,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Campanian,,84.9,70.6,77.75,,,0,84.9,70.6,77.75,,coal
14494,Fossilworks,J. Alroy,Albertosaurus,,3313,3313,1993,Woodpile Creek,Canada,North America,based on nearby landmark,56.07,N2,-74.89,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Judithian,,84.9,70.6,77.75,77.05,70.6,73.825,80.5,80.3,80.4,Judith River,not reported
14492,Fossilworks,J. Alroy,Albertosaurus,,13103,2602,1992,Makela-French 2,United States,North America,unpublished field data,56.16,N2,-76.19,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Judithian,,84.9,70.6,77.75,77.05,70.6,73.825,80.5,72.5,76.5,Judith River,not reported
75030,Fossilworks,J. Alroy,Albertosaurus,,25308,25308,1992,SMNH Locality 72K09-0005,Canada,North America,stated in text,56.87,N2,-71.36,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Campanian,,84.9,70.6,77.75,,,0,84.9,70.6,77.75,Judith River,sandstone
52485,ETE,M. Carrano,Albertosaurus,,34553,4205,1970,"right bank, Sand Creek (AMNH 5428)",Canada,North America,based on nearby landmark,57.88,N2,-75.37,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Campanian,,84.9,70.6,77.75,,,0,84.9,70.6,77.75,Oldman,not reported
11902,PaleoDB,M. Carrano,Albertosaurus,,4205,4205,1970,Red Deer River (NMC Loc. 5),Canada,North America,stated in text,58.98,N2,-76.94,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,84.9,70.6,77.75,Horseshoe Canyon,not reported
11901,PaleoDB,M. Carrano,Albertosaurus,,9259,25123,1899,"Kneehills Creek, GSC (NMC 5600)",Canada,North America,stated in text,59.04,N2,-77.08,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,84.9,70.6,77.75,Horseshoe Canyon,sandstone
11900,ETE,M. Carrano,Albertosaurus,,12347,12347,1928,"Bleriot ferry, Red Deer River (ROM)",Canada,North America,stated in text,59.1,N2,-77,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,84.9,70.6,77.75,Horseshoe Canyon,not reported
14557,Fossilworks,J. Alroy,Albertosaurus,,774,774,1986,Greasewood Creek,United States,North America,based on nearby landmark,49.72,N2,-79.15,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Lancian,,70.6,66.043,68.3215,68.05,65.5,66.775,70.6,66.043,68.3215,Lance,sandstone
94370,ETE,M. Carrano,Albertosaurus,,4218,4218,2001,Fox Coulee Quarry,Canada,North America,based on nearby landmark,59.13,N2,-84.44,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Early/Lower Maastrichtian,,70.6,66.043,68.3215,70.6,68.05,69.325,70.6,66.043,68.3215,Horseshoe Canyon,not reported
34744,ETE,M. Carrano,Albertosaurus,,17034,9231,1967,"Drumheller bone bed, Munson Ferry",Canada,North America,stated in text,59.26,N2,-84.61,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Early/Lower Maastrichtian,,70.6,66.043,68.3215,70.6,68.05,69.325,70.6,66.043,68.3215,Horseshoe Canyon,"""shale"""
11899,PaleoDB,M. Carrano,Albertosaurus,,4205,54104,1912,2 miles below Tolman Ferry (AMNH),Canada,North America,stated in text,59.54,N2,-84.58,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Early/Lower Maastrichtian,,70.6,66.043,68.3215,70.6,68.05,69.325,70.6,66.043,68.3215,Horseshoe Canyon,not reported
11916,PaleoDB,M. Carrano,Albertosaurus,,51906,4205,1970,"Scollard, Red Deer River (NMC 11315)",Canada,North America,stated in text,59.63,N2,-84.47,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Early/Lower Maastrichtian,,70.6,66.043,68.3215,70.6,68.05,69.325,70.6,66.043,68.3215,Horseshoe Canyon,not reported
11898,PaleoDB,M. Carrano,Albertosaurus,,9259,25123,1899,"east bank Red Deer River, GSC (NMC 5601)",Canada,North America,stated in text,59.68,N2,-83.97,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Scollard,
55363,ETE,M. Carrano,Albertosaurus,,14866,14866,2000,"Albertosaurus Bonebed, Dry Island Buffalo Jump",Canada,North America,based on nearby landmark,59.69,N2,-84.36,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Early/Lower Maastrichtian,,70.6,66.043,68.3215,70.6,68.05,69.325,70.6,66.043,68.3215,Horseshoe Canyon,sandstone
54139,ETE,M. Carrano,Albertosaurus,,14626,14626,1993,Middle Fork Cowikee Creek,United States,North America,estimated from map,34.07,N2,-57,Cretaceous,Late/Upper Cretaceous,,,,,Late/Upper Santonian,Middle Campanian,85.8,70.6,78.2,84.267,74.9,79.5835,85.8,70.6,78.2,Blufftown,
45679,ETE,M. Carrano,Albertosaurus,,29954,17004,1942,Chronister well,United States,North America,based on nearby landmark,38.88,N2,-57.7,Cretaceous,Late/Upper Cretaceous,,,,,Late/Upper Cretaceous,,99.7,66.043,82.8715,,,0,99.7,66.043,82.8715,Ripley,claystone
56614,ETE,M. Carrano,Albertosaurus,,15240,15240,1987,Chandler locality,United States,North America,based on nearby landmark,45.11,N2,-77.05,Cretaceous,Late/Upper Cretaceous,,,,,Campanian,Maastrichtian,84.9,66.043,75.4715,,,0,84.9,66.043,75.4715,,
38871,PaleoDB,M. Carrano,Allosaurus,,10492,10492,1996,NMMNH L-3285 vertebrate site,United States,North America,based on nearby landmark,30.53,N2,-53.68,Jurassic,Late/Upper Jurassic,,Kimmeridgian,Jurassic 6,Kimmeridgian,Kimmeridgian,,155.7,150.8,153.25,,,0,155.7,150.8,153.25,Morrison,
57910,ETE,M. Carrano,Allosaurus,,15179,28253,2003,Acoma Site,United States,North America,based on nearby landmark,30.83,N2,-55.28,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,not reported
36265,ETE,M. Carrano,Allosaurus,,28253,28253,2003,Suwanee Peak,United States,North America,based on nearby landmark,31.27,N2,-55.58,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,not reported
119021,PaleoDB,M. Carrano,Allosaurus,,13886,13886,1991,McConnell I,United States,North America,based on nearby landmark,31.38,N2,-54.51,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,claystone
68099,ETE,M. Carrano,Allosaurus,cf.,28253,13886,1991,"NMMNH L-555, San Ysidro Camarasaurus Quarry",United States,North America,based on nearby landmark,31.5,N2,-54.6,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Late/Upper Kimmeridgian,Tithonian,155.7,145.5,150.6,153.25,,76.625,155.7,145.5,150.6,Morrison,not reported
49596,ETE,M. Carrano,Allosaurus,,13281,14256,1938,"Stovall's Pit 5, Kenton (OMNH)",United States,North America,based on nearby landmark,32.25,N2,-50.75,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Late/Upper Kimmeridgian,Tithonian,155.7,145.5,150.6,153.25,,76.625,155.7,145.5,150.6,Morrison,mudstone
49597,ETE,M. Carrano,Allosaurus,,13281,14256,1938,"Stovall's Pit 6, Kenton (OMNH)",United States,North America,based on nearby landmark,32.25,N2,-50.75,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Late/Upper Kimmeridgian,Tithonian,155.7,145.5,150.6,153.25,,76.625,155.7,145.5,150.6,Morrison,claystone
48172,ETE,M. Carrano,Allosaurus,,12893,12893,1998,"Meyer Site 1, Garden Park",United States,North America,estimated from map,33.42,N2,-51.38,Jurassic,Late/Upper Jurassic,,Kimmeridgian,Jurassic 6,Kimmeridgian,Kimmeridgian,,155.7,150.8,153.25,,,0,155.7,150.8,153.25,Morrison,mudstone
48160,PaleoDB,M. Carrano,Allosaurus,,12893,54808,1939,"Kessler's Quarry, Garden Park",United States,North America,estimated from map,33.44,N2,-51.38,Jurassic,Late/Upper Jurassic,,Kimmeridgian,Jurassic 6,Kimmeridgian,Kimmeridgian,,155.7,150.8,153.25,,,0,155.7,150.8,153.25,Morrison,mudstone
164830,,P. Mannion,Allosaurus,,53864,53864,2014,McElmo Canyon,United States,North America,estimated from map,33.52,N2,-56.03,Jurassic,Late/Upper Jurassic,,Tithonian,Jurassic 6,Portlandian,Tithonian,,150.8,145.5,148.15,,,0,150.8,145.5,148.15,Morrison,conglomerate
38883,PaleoDB,M. Carrano,Allosaurus,,10502,10502,1996,Curecanti N.R.A.,United States,North America,based on nearby landmark,33.67,N2,-53.42,Jurassic,Late/Upper Jurassic,,Kimmeridgian,Jurassic 6,Kimmeridgian,Kimmeridgian,,155.7,150.8,153.25,,,0,155.7,150.8,153.25,Morrison,sandstone
154924,,P. Mannion,Allosaurus,,50456,50456,2006,Northern Dinosaur Beach (CURE),United States,North America,based on nearby landmark,33.67,N2,-53.42,Jurassic,Late/Upper Jurassic,,Kimmeridgian,Jurassic 6,Kimmeridgian,Kimmeridgian,,155.7,150.8,153.25,,,0,155.7,150.8,153.25,Morrison,sandstone
154925,,P. Mannion,Allosaurus,,50456,50456,2006,Dinosaur Beach (CURE),United States,North America,based on nearby landmark,33.67,N2,-53.42,Jurassic,Late/Upper Jurassic,,Kimmeridgian,Jurassic 6,Kimmeridgian,Kimmeridgian,,155.7,150.8,153.25,,,0,155.7,150.8,153.25,Morrison,sandstone
70026,ETE,M. Carrano,Allosaurus,,15179,46207,1981,Wilson Creek,United States,North America,based on nearby landmark,34,N2,-52.25,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,not reported
28366,ETE,M. Carrano,Allosaurus,,10606,7803,1878,"Felch Quarry 1, Garden Park (YPM) (=Marsh Quarry; =Marsh-Felch Quarry)",United States,North America,stated in text,34.04,N2,-52.26,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,sandstone
28366,ETE,M. Carrano,Allosaurus,n. gen.,12248,7803,1878,"Felch Quarry 1, Garden Park (YPM) (=Marsh Quarry; =Marsh-Felch Quarry)",United States,North America,stated in text,34.04,N2,-52.26,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,sandstone
39377,ETE,M. Carrano,Allosaurus,,10618,5669,1980,"Felch Quarry 2, Garden Park (YPM)",United States,North America,stated in text,34.04,N2,-52.26,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,sandstone
48162,ETE,M. Carrano,Allosaurus,,12893,12893,1998,Lindsey Quarry (DMNH),United States,North America,estimated from map,34.04,N2,-52.23,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,siltstone
48127,ETE,M. Carrano,Allosaurus,,15653,15653,1877,"Cope Quarry I, Cope's Nipple",United States,North America,estimated from map,34.05,N2,-52.26,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,mudstone
48128,ETE,M. Carrano,Allosaurus,,16612,13078,1919,"Cope Quarry II, Cope's Nipple",United States,North America,estimated from map,34.05,N2,-52.26,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,
70028,ETE,M. Carrano,Allosaurus,,15179,15179,2003,Blue Mesa Quarry,United States,North America,based on nearby landmark,34.28,N2,-54.24,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,
48129,ETE,M. Carrano,Allosaurus,n. gen.,9077,4402,1878,"Cope Quarry III, Cope's Nipple",United States,North America,estimated from map,34.35,N2,-52.71,Jurassic,Late/Upper Jurassic,,Tithonian,Jurassic 6,Portlandian,Tithonian,,150.8,145.5,148.15,,,0,150.8,145.5,148.15,Morrison,mudstone
49622,ETE,M. Carrano,Allosaurus,,13281,13281,1999,Jones Hole Quarry,United States,North America,based on nearby landmark,34.57,N2,-55.2,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,mudstone
58514,ETE,M. Carrano,Allosaurus,,44416,15179,2003,Hanksville-Burpee Quarry,United States,North America,based on nearby landmark,34.62,N2,-57.53,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,sandstone
56590,ETE,M. Carrano,Allosaurus,,15179,15239,1987,Rabbit Valley Iguanodon,United States,North America,based on nearby landmark,34.7,N2,-55.06,Jurassic,Late/Upper Jurassic,,Kimmeridgian,Jurassic 6,Kimmeridgian,Kimmeridgian,,155.7,150.8,153.25,,,0,155.7,150.8,153.25,Morrison,sandstone
45975,ETE,M. Carrano,Allosaurus,,13255,12259,1977,Dry Mesa Quarry [BYU],United States,North America,stated in text,34.72,N2,-55.42,Jurassic,Late/Upper Jurassic,,Tithonian,Jurassic 6,Portlandian,Late/Upper Kimmeridgian,Early/Lower Tithonian,155.7,145.5,150.6,147.267,145.5,146.3835,150.2,150.2,150.2,Morrison,sandstone
48124,ETE,M. Carrano,Allosaurus,,13281,12888,1998,"Hups Quarry, MWC Loc. 197",United States,North America,based on nearby landmark,34.84,N2,-55.2,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,sandstone
58516,ETE,M. Carrano,Allosaurus,,15179,53254,1980,Mill Canyon Quarry (BYU),United States,North America,stated in text,34.9,N2,-56.42,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,conglomerate
46439,ETE,M. Carrano,Allosaurus,,35013,12377,1945,Cleveland-Lloyd Dinosaur Quarry,United States,North America,stated in text,34.92,N2,-56.28,Jurassic,Late/Upper Jurassic,,Kimmeridgian,Jurassic 6,Kimmeridgian,Kimmeridgian,,155.7,150.8,153.25,,,0,155.7,150.8,153.25,Morrison,claystone
70031,ETE,M. Carrano,Allosaurus,,15179,15179,2003,Cactus Park Quarry 3A (CU-Denver),United States,North America,based on nearby landmark,35,N2,-55.43,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Late/Upper Kimmeridgian,Tithonian,155.7,145.5,150.6,153.25,,76.625,155.7,145.5,150.6,Morrison,not reported
56684,ETE,M. Carrano,Allosaurus,,53013,53013,1940,Holt Quarry,United States,North America,stated in text,35.09,N2,-55.31,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,sandstone
13341,ETE,M. Carrano,Allosaurus,,10618,7811,1877,"Lakes Quarry 10, Morrison (YPM)",United States,North America,estimated from map,35.13,N2,-51.96,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,mudstone
28382,ETE,M. Carrano,Allosaurus,,17535,7808,1877,"Lakes Quarry 5, Morrison (YPM)",United States,North America,stated in text,35.15,N2,-51.96,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,sandstone
39375,ETE,M. Carrano,Allosaurus,,10618,7812,1877,"Lakes Quarry 1, Morrison (YPM)",United States,North America,stated in text,35.15,N2,-51.96,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,sandstone
47196,ETE,M. Carrano,Allosaurus,,12622,12622,1973,Willow Springs Quarry,United States,North America,based on nearby landmark,35.16,N2,-57.84,Jurassic,Late/Upper Jurassic,,,Jurassic 6,,Kimmeridgian,Tithonian,155.7,145.5,150.6,,,0,155.7,145.5,150.6,Morrison,siltstone
